Product Name,Size,Milk,Whip,Calories,Total Fat (g),Cholesterol (mg),Total Carbohydrates (g),Sugar (g),Protein (g),Caffeine (mg)
Espresso Frappuccino® Blended Beverage,Venti®,Soy,N/A,290,2,0,63,60,4,185
Espresso Frappuccino® Blended Beverage,Venti®,Coconut,N/A,280,2.5,0,64,62,1,185
Java Chip Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,230,3,0,47,44,4,75
Java Chip Frappuccino® Blended Beverage,Tall,Nonfat,Whip,320,11,30,51,47,4,75
Java Chip Frappuccino® Blended Beverage,Tall,2%,No Whip,240,4.5,5,47,44,4,75
Java Chip Frappuccino® Blended Beverage,Tall,2%,Whip,330,12,35,51,47,4,75
Java Chip Frappuccino® Blended Beverage,Tall,Whole,No Whip,250,5,10,47,44,4,75
Java Chip Frappuccino® Blended Beverage,Tall,Whole,Whip,340,13,35,51,47,4,75
Java Chip Frappuccino® Blended Beverage,Tall,Soy,No Whip,230,4,0,46,42,3,75
Java Chip Frappuccino® Blended Beverage,Tall,Soy,Whip,320,12,30,50,45,4,75
Java Chip Frappuccino® Blended Beverage,Tall,Coconut,No Whip,230,4.5,0,46,43,1,75
Java Chip Frappuccino® Blended Beverage,Tall,Coconut,Whip,320,13,30,50,46,2,75
Java Chip Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,320,4,0,68,63,5,110
Java Chip Frappuccino® Blended Beverage,Grande,Nonfat,Whip,440,15,45,72,67,6,110
Java Chip Frappuccino® Blended Beverage,Grande,2%,No Whip,340,6,10,68,63,5,110
Java Chip Frappuccino® Blended Beverage,Grande,2%,Whip,460,17,50,72,66,6,110
Java Chip Frappuccino® Blended Beverage,Grande,Whole,No Whip,350,7,10,68,63,5,110
Java Chip Frappuccino® Blended Beverage,Grande,Whole,Whip,470,18,50,72,66,6,110
Java Chip Frappuccino® Blended Beverage,Grande,Soy,No Whip,330,6,0,66,61,5,110
Java Chip Frappuccino® Blended Beverage,Grande,Soy,Whip,450,17,40,71,64,5,110
Java Chip Frappuccino® Blended Beverage,Grande,Coconut,No Whip,320,6,0,66,61,2,110
Java Chip Frappuccino® Blended Beverage,Grande,Coconut,Whip,440,17,40,71,66,3,110
Java Chip Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,440,6,5,91,85,7,145
Java Chip Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,560,17,45,96,89,8,145
Java Chip Frappuccino® Blended Beverage,Venti®,2%,No Whip,460,8,10,91,85,7,145
Java Chip Frappuccino® Blended Beverage,Venti®,2%,Whip,580,20,55,96,88,8,145
Java Chip Frappuccino® Blended Beverage,Venti®,Whole,No Whip,480,10,15,91,85,7,145
Java Chip Frappuccino® Blended Beverage,Venti®,Whole,Whip,600,22,55,96,88,8,145
Java Chip Frappuccino® Blended Beverage,Venti®,Soy,No Whip,450,8,0,89,81,7,145
Java Chip Frappuccino® Blended Beverage,Venti®,Soy,Whip,570,19,40,93,85,7,145
Java Chip Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,440,9,0,89,82,3,145
Java Chip Frappuccino® Blended Beverage,Venti®,Coconut,Whip,560,20,40,94,87,4,145
Mocha Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,190,0.5,0,42,40,3,75
Mocha Frappuccino® Blended Beverage,Tall,Nonfat,Whip,270,9,30,45,42,4,75
Mocha Frappuccino® Blended Beverage,Tall,2%,No Whip,200,2,5,42,40,3,75
Mocha Frappuccino® Blended Beverage,Tall,2%,Whip,280,10,35,44,42,4,75
Mocha Frappuccino® Blended Beverage,Tall,Whole,No Whip,210,3,10,42,40,3,75
Mocha Frappuccino® Blended Beverage,Tall,Whole,Whip,290,11,35,44,42,4,75
Mocha Frappuccino® Blended Beverage,Tall,Soy,No Whip,190,2,0,41,38,3,75
Mocha Frappuccino® Blended Beverage,Tall,Soy,Whip,270,10,30,43,40,3,75
Mocha Frappuccino® Blended Beverage,Tall,Coconut,No Whip,190,2,0,41,39,1,75
Mocha Frappuccino® Blended Beverage,Tall,Coconut,Whip,270,10,30,43,41,1,75
Mocha Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,270,1,0,61,59,5,110
Mocha Frappuccino® Blended Beverage,Grande,Nonfat,Whip,390,12,45,65,61,5,110
Mocha Frappuccino® Blended Beverage,Grande,2%,No Whip,290,3,10,61,58,4,110
Mocha Frappuccino® Blended Beverage,Grande,2%,Whip,400,14,50,65,61,5,110
Mocha Frappuccino® Blended Beverage,Grande,Whole,No Whip,300,4,10,61,58,4,110
Mocha Frappuccino® Blended Beverage,Grande,Whole,Whip,410,15,50,65,61,5,110
Mocha Frappuccino® Blended Beverage,Grande,Soy,No Whip,280,2.5,0,60,56,4,110
Mocha Frappuccino® Blended Beverage,Grande,Soy,Whip,390,14,40,63,58,5,110
Mocha Frappuccino® Blended Beverage,Grande,Coconut,No Whip,270,3,0,60,57,1,110
Mocha Frappuccino® Blended Beverage,Grande,Coconut,Whip,390,14,40,63,60,2,110
Mocha Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,360,1,5,81,77,7,140
Mocha Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,480,12,45,84,80,7,140
Mocha Frappuccino® Blended Beverage,Venti®,2%,No Whip,390,4,10,81,77,7,140
Mocha Frappuccino® Blended Beverage,Venti®,2%,Whip,500,15,55,84,80,7,140
Mocha Frappuccino® Blended Beverage,Venti®,Whole,No Whip,400,6,15,81,77,6,140
Mocha Frappuccino® Blended Beverage,Venti®,Whole,Whip,520,17,55,84,80,7,140
Mocha Frappuccino® Blended Beverage,Venti®,Soy,No Whip,370,3.5,0,79,74,6,140
Mocha Frappuccino® Blended Beverage,Venti®,Soy,Whip,490,15,40,82,76,6,140
Mocha Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,360,4,0,79,75,2,140
Mocha Frappuccino® Blended Beverage,Venti®,Coconut,Whip,470,15,40,82,78,2,140
Caffè Vanilla Frappuccino® Light Blended Beverage,Tall,Nonfat,N/A,140,0.1,0,31,30,3,65
Caffè Vanilla Frappuccino® Light Blended Beverage,Grande,Nonfat,N/A,190,0.1,0,43,41,3,95
Caffè Vanilla Frappuccino® Light Blended Beverage,Venti®,Nonfat,N/A,250,0.2,5,58,55,5,125
Caramel Frappuccino® Light Blended Beverage,Tall,Nonfat,N/A,100,0.1,0,23,23,3,65
Caramel Frappuccino® Light Blended Beverage,Grande,Nonfat,N/A,150,0.1,0,33,32,3,90
Caramel Frappuccino® Light Blended Beverage,Venti®,Nonfat,N/A,200,0.1,5,44,43,5,120
Coffee Frappuccino® Light Blended Beverage,Tall,Nonfat,N/A,90,0.1,0,20,19,3,70
Coffee Frappuccino® Light Blended Beverage,Grande,Nonfat,N/A,120,0.1,0,26,26,3,95
Coffee Frappuccino® Light Blended Beverage,Venti®,Nonfat,N/A,160,0.1,5,34,33,5,120
Espresso Frappuccino® Light Blended Beverage,Tall,Nonfat,N/A,80,0,0,17,16,2,125
Espresso Frappuccino® Light Blended Beverage,Grande,Nonfat,N/A,120,0.1,0,26,24,3,155
Espresso Frappuccino® Light Blended Beverage,Venti®,Nonfat,N/A,160,0.1,0,35,34,5,190
Java Chip Light Frappuccino® Blended Beverage,Tall,Nonfat,N/A,160,3,0,30,27,4,75
Java Chip Light Frappuccino® Blended Beverage,Grande,Nonfat,N/A,230,4,0,43,39,5,110
Java Chip Light Frappuccino® Blended Beverage,Venti®,Nonfat,N/A,300,5,5,58,52,7,140
Mocha Light Frappuccino® Blended Beverage,Tall,Nonfat,N/A,120,0.5,0,24,23,3,70
Mocha Light Frappuccino® Blended Beverage,Grande,Nonfat,N/A,160,1,0,33,30,4,95
Mocha Light Frappuccino® Blended Beverage,Venti®,Nonfat,N/A,220,1,5,46,42,6,130
Blended Strawberry Lemonade,Tall,N/A,N/A,160,0.1,0,40,39,0.2,0
Blended Strawberry Lemonade,Grande,N/A,N/A,200,0.1,0,52,50,0.3,0
Blended Strawberry Lemonade,Venti®,N/A,N/A,280,0.1,0,71,69,0.4,0
Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,140,0.1,0,33,32,4,20
Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,230,8,30,35,34,4,20
Chai Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,160,2,10,32,32,3,20
Chai Crème Frappuccino® Blended Beverage,Tall,2%,Whip,240,10,40,35,34,4,20
Chai Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,170,3.5,10,32,32,3,20
Chai Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,250,11,40,35,34,4,20
Chai Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,150,1.5,0,31,29,3,20
Chai Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,230,10,30,33,31,3,20
Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,140,2,0,31,30,0.3,20
Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,220,10,30,33,32,1,20
Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,210,0.1,5,49,48,5,40
Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,330,11,45,53,50,5,40
Chai Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,230,2.5,10,49,48,4,40
Chai Crème Frappuccino® Blended Beverage,Grande,2%,Whip,350,14,50,52,50,5,40
Chai Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,250,4,15,49,48,4,40
Chai Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,360,15,55,52,50,5,40
Chai Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,220,2,0,47,45,4,40
Chai Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,340,13,40,50,47,4,40
Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,210,2.5,0,47,46,1,40
Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,330,14,40,50,49,1,40
Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,290,0.2,5,66,65,7,40
Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,410,11,45,70,67,8,45
Chai Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,330,4,15,66,65,7,45
Chai Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,440,15,60,69,67,8,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,350,7,20,66,65,7,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,460,18,60,69,67,7,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,300,3.5,0,63,60,6,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,420,14,40,66,62,7,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,290,4.5,0,63,61,1,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,400,16,40,66,64,1,45
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,200,3,0,39,36,5,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,280,11,30,42,39,5,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,210,5,10,38,35,5,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,2%,Whip,300,13,40,42,38,5,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,220,6,10,38,35,4,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,310,14,40,42,38,5,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,200,4.5,0,37,33,4,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,290,13,30,40,36,5,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,200,5,0,37,34,1,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,280,13,30,41,37,2,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,270,4,5,53,49,6,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,390,15,45,58,52,7,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,290,7,10,53,49,6,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,2%,Whip,410,18,50,57,52,7,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,300,8,15,53,49,6,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,420,20,55,57,52,7,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,270,6,0,51,45,5,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,400,17,40,55,49,6,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,270,7,0,51,46,2,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,390,18,40,56,51,3,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,360,6,5,71,66,9,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,480,17,45,76,69,9,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,390,9,15,71,65,9,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,510,21,55,76,69,9,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,410,12,20,71,65,8,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,540,23,60,76,69,9,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,370,8,0,68,61,8,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,490,20,40,72,64,8,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,360,10,0,68,62,3,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,480,21,40,73,67,3,20
Green Tea Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,210,0.2,0,47,46,4,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,290,8,30,50,48,5,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,230,2.5,10,47,46,4,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,2%,Whip,310,10,40,50,48,5,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,240,3.5,10,47,46,4,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,320,12,40,50,48,5,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,220,2,0,46,44,4,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,300,10,30,48,45,4,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,210,2.5,0,46,44,1,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,290,10,30,48,47,1,50
Green Tea Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,280,0.3,5,64,63,5,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,400,11,45,68,65,6,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,300,3,10,64,63,5,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,2%,Whip,420,14,50,68,65,6,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,320,4.5,15,64,63,5,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,430,16,55,68,65,6,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,290,2.5,0,62,60,5,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,400,13,40,65,62,5,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,280,3,0,62,61,1,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,390,14,40,66,64,2,70
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,390,0.4,5,88,86,8,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,500,12,45,91,88,9,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,420,4,15,87,86,8,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,530,15,55,91,88,8,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,440,7,20,87,86,7,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,550,18,60,91,88,8,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,400,3.5,0,84,81,7,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,510,15,40,87,83,7,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,380,4.5,0,85,82,2,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,500,16,40,88,85,2,95
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,140,0.1,0,30,30,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,220,8,30,33,32,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,150,2,5,30,29,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,2%,Whip,230,10,35,33,32,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,160,3,10,30,29,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,240,11,40,33,32,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,140,1.5,0,29,27,2,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,220,9,30,31,30,3,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,140,2,0,29,28,0.2,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,220,10,30,31,30,1,20
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,190,0.1,0,42,41,4,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,300,11,45,45,44,4,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,200,2,10,42,41,4,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,2%,Whip,320,13,50,45,44,4,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,220,3.5,10,42,41,3,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,330,15,50,45,44,4,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,190,2,0,40,38,3,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,310,13,40,43,41,4,25
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,190,2.5,0,40,39,0.2,25
